conv_id,iter_id,appended_input,total_input,out_token_size,carried_over
570,1,67,15931,54,15864
570,2,67,16052,42,15985
570,3,67,16161,42,16094
570,4,67,16270,341,16203
570,5,67,16678,545,16611
570,6,67,17290,39,17223
570,7,67,17396,436,17329
570,8,67,17899,414,17832
570,9,67,18380,69,18313
571,0,16490,16490,123,0
571,1,67,16680,42,16613
571,2,67,16789,57,16722
571,3,67,16913,92,16846
571,4,67,17072,51,17005
571,5,67,17190,51,17123
571,6,67,17308,188,17241
571,7,67,17563,198,17496
571,8,67,17828,429,17761
571,9,67,18324,175,18257
572,0,15091,15091,129,0
572,1,67,15287,42,15220
572,2,67,15396,43,15329
572,3,67,15506,35,15439
572,4,67,15608,177,15541
572,5,67,15852,294,15785
572,6,67,16213,145,16146
572,7,67,16425,406,16358
572,8,67,16898,595,16831
572,9,67,17560,515,17493
573,0,17118,17118,153,0
573,1,67,17338,41,17271
573,2,67,17446,58,17379
573,3,67,17571,42,17504
573,4,67,17680,60,17613
573,5,67,17807,1854,17740
573,6,67,19728,528,19661
573,7,67,20323,260,20256
573,8,67,20650,1662,20583
573,9,67,22379,179,22312
574,0,16134,16134,101,0
574,1,67,16302,35,16235
574,2,67,16404,60,16337
574,3,67,16531,36,16464
574,4,67,16634,286,16567
574,5,67,16987,2958,16920
574,6,67,20012,575,19945
574,7,67,20654,2960,20587
574,8,67,23681,121,23614
574,9,67,23869,485,23802
575,0,17040,17040,134,0
575,1,67,17241,41,17174
575,2,67,17349,52,17282
575,3,67,17468,35,17401
575,4,67,17570,51,17503
575,5,67,17688,55,17621
575,6,67,17810,145,17743
575,7,67,18022,53,17955
575,8,67,18142,286,18075
575,9,67,18495,545,18428
576,0,16753,16753,144,0
576,1,67,16964,39,16897
576,2,67,17070,50,17003
576,3,67,17187,79,17120
576,4,67,17333,39,17266
576,5,67,17439,236,17372
576,6,67,17742,441,17675
576,7,67,18250,348,18183
576,8,67,18665,471,18598
576,9,67,19203,587,19136
577,0,15420,15420,87,0
577,1,67,15574,39,15507
577,2,67,15680,58,15613
577,3,67,15805,44,15738
577,4,67,15916,706,15849
577,5,67,16689,493,16622
577,6,67,17249,366,17182
577,7,67,17682,294,17615
577,8,67,18043,290,17976
577,9,67,18400,330,18333
578,0,15914,15914,114,0
578,1,67,16095,37,16028
578,2,67,16199,50,16132
578,3,67,16316,48,16249
578,4,67,16431,227,16364
578,5,67,16725,726,16658
578,6,67,17518,989,17451
578,7,67,18574,508,18507
578,8,67,19149,647,19082
578,9,67,19863,161,19796
579,0,14412,14412,147,0
579,1,67,14626,36,14559
579,2,67,14729,55,14662
579,3,67,14851,173,14784
579,4,67,15091,156,15024
579,5,67,15314,66,15247
579,6,67,15447,376,15380
579,7,67,15890,498,15823
579,8,67,16455,430,16388
579,9,67,16952,67,16885
580,0,17193,17193,87,0
580,1,67,17347,42,17280
580,2,67,17456,42,17389
580,3,67,17565,39,17498
580,4,67,17671,55,17604
580,5,67,17793,204,17726
580,6,67,18064,303,17997
580,7,67,18434,397,18367
580,8,67,18898,79,18831
580,9,67,19044,346,18977
581,0,15816,15816,91,0
581,1,67,15974,41,15907
581,2,67,16082,61,16015
581,3,67,16210,32,16143
581,4,67,16309,329,16242
581,5,67,16705,303,16638
581,6,67,17075,237,17008
581,7,67,17379,288,17312
581,8,67,17734,325,17667
581,9,67,18126,65,18059
582,0,16380,16380,150,0
582,1,67,16597,40,16530
582,2,67,16704,60,16637
582,3,67,16831,41,16764
582,4,67,16939,241,16872
582,5,67,17247,681,17180
582,6,67,17995,612,17928
582,7,67,18674,327,18607
582,8,67,19068,315,19001
582,9,67,19450,524,19383
583,0,16203,16203,94,0
583,1,67,16364,40,16297
583,2,67,16471,56,16404
583,3,67,16594,42,16527
583,4,67,16703,50,16636
583,5,67,16820,243,16753
583,6,67,17130,462,17063
583,7,67,17659,654,17592
583,8,67,18380,203,18313
583,9,67,18650,938,18583
584,0,15825,15825,140,0
584,1,67,16032,40,15965
584,2,67,16139,65,16072
584,3,67,16271,62,16204
584,4,67,16400,134,16333
584,5,67,16601,211,16534
584,6,67,16879,378,16812
584,7,67,17324,158,17257
584,8,67,17549,389,17482
584,9,67,18005,171,17938
585,0,16331,16331,118,0
585,1,67,16516,44,16449
585,2,67,16627,143,16560
585,3,67,16837,227,16770
585,4,67,17131,400,17064
585,5,67,17598,355,17531
585,6,67,18020,316,17953
585,7,67,18403,142,18336
585,8,67,18612,219,18545
585,9,67,18898,346,18831
586,0,16802,16802,100,0
586,1,67,16969,40,16902
586,2,67,17076,51,17009
586,3,67,17194,46,17127
586,4,67,17307,85,17240
586,5,67,17459,111,17392
586,6,67,17637,221,17570
586,7,67,17925,657,17858
586,8,67,18649,251,18582
586,9,67,18967,419,18900
587,0,17214,17214,131,0
587,1,67,17412,39,17345
587,2,67,17518,48,17451
587,3,67,17633,32,17566
587,4,67,17732,224,17665
587,5,67,18023,330,17956
587,6,190,18543,115,18353
587,7,67,18725,419,18658
587,8,67,19211,141,19144
588,0,16689,16689,64,0
588,1,69,16822,46,16753
588,2,67,16935,37,16868
588,3,67,17039,76,16972
588,4,67,17182,1605,17115
588,5,67,18854,46,18787
588,6,67,18967,241,18900
588,7,67,19275,422,19208
588,8,67,19764,514,19697
588,9,67,20345,378,20278
589,0,16398,16398,161,0
589,1,67,16626,42,16559
589,2,67,16735,39,16668
589,3,67,16841,52,16774
589,4,67,16960,63,16893
589,5,67,17090,249,17023
589,6,67,17406,266,17339
589,7,67,17739,308,17672
589,8,67,18114,310,18047
589,9,67,18491,375,18424
590,0,15212,15212,76,0
590,1,67,15355,39,15288
590,2,67,15461,49,15394
590,3,67,15577,42,15510
590,4,67,15686,117,15619
590,5,67,15870,176,15803
590,6,67,16113,271,16046
590,7,67,16451,265,16384
590,8,67,16783,65,16716
590,9,67,16915,174,16848
591,0,15318,15318,94,0
591,1,67,15479,45,15412
591,2,67,15591,61,15524
591,3,67,15719,195,15652
591,4,67,15981,60,15914
591,5,67,16108,317,16041
591,6,67,16492,63,16425
591,7,67,16622,499,16555
591,8,67,17188,152,17121
591,9,67,17407,536,17340
592,0,15954,15954,91,0
592,1,67,16112,42,16045
592,2,67,16221,45,16154
592,3,67,16333,34,16266
592,4,67,16434,158,16367
592,5,67,16659,190,16592
592,6,67,16916,888,16849
592,7,67,17871,68,17804
592,8,67,18006,499,17939
592,9,67,18572,52,18505
593,0,15712,15712,97,0
593,1,67,15876,63,15809
593,2,67,16006,39,15939
593,3,67,16112,52,16045
593,4,67,16231,41,16164
593,5,67,16339,51,16272
593,6,67,16457,188,16390
593,7,67,16712,2733,16645
593,8,67,19512,116,19445
593,9,67,19695,232,19628
594,0,15840,15840,215,0
594,1,67,16122,41,16055
594,2,67,16230,46,16163
594,3,67,16343,36,16276
594,4,67,16446,269,16379
594,5,67,16782,434,16715
594,6,67,17283,287,17216
594,7,67,17637,790,17570
594,8,67,18494,417,18427
594,9,67,18978,322,18911
595,0,17813,17813,121,0
595,1,67,18001,42,17934
595,2,67,18110,39,18043
595,3,67,18216,316,18149
595,4,67,18599,204,18532
595,5,67,18870,358,18803
595,6,67,19295,923,19228
595,7,67,20285,229,20218
595,8,67,20581,339,20514
595,9,67,20987,521,20920
596,0,16627,16627,164,0
596,1,67,16858,39,16791
596,2,67,16964,46,16897
596,3,67,17077,578,17010
596,4,67,17722,479,17655
596,5,67,18268,449,18201
596,6,67,18784,410,18717
596,7,67,19261,699,19194
596,8,67,20027,100,19960
596,9,67,20194,460,20127
597,0,16318,16318,264,0
597,1,67,16649,38,16582
597,2,67,16754,38,16687
597,3,67,16859,201,16792
597,4,190,17250,1860,17060
597,5,67,19177,349,19110
597,6,67,19593,48,19526
597,7,67,19708,255,19641
597,8,67,20030,400,19963
598,0,16449,16449,138,0
598,1,67,16654,39,16587
598,2,67,16760,41,16693
598,3,67,16868,47,16801
598,4,67,16982,41,16915
598,5,67,17090,167,17023
598,6,67,17324,293,17257
598,7,67,17684,124,17617
598,8,67,17875,1023,17808
598,9,67,18965,873,18898
599,0,15896,15896,91,0
599,1,67,16054,45,15987
599,2,67,16166,45,16099
599,3,67,16278,82,16211
599,4,67,16427,226,16360
599,5,67,16720,77,16653
599,6,67,16864,291,16797
599,7,67,17222,366,17155
599,8,67,17655,374,17588
599,9,67,18096,450,18029
600,0,16314,16314,127,0
600,1,67,16508,39,16441
600,2,67,16614,52,16547
600,3,67,16733,240,16666
600,4,67,17040,61,16973
600,5,67,17168,243,17101
600,6,67,17478,174,17411
600,7,67,17719,5302,17652
600,8,67,23088,144,23021
600,9,67,23299,695,23232
601,0,15570,15570,101,0
601,1,67,15738,41,15671
601,2,67,15846,58,15779
601,3,67,15971,184,15904
601,4,67,16222,185,16155
601,5,67,16474,363,16407
601,6,67,16904,770,16837
601,7,67,17741,500,17674
601,8,67,18308,433,18241
601,9,67,18808,246,18741
602,0,16669,16669,119,0
602,1,67,16855,38,16788
602,2,67,16960,47,16893
602,3,67,17074,34,17007
602,4,67,17175,63,17108
602,5,67,17305,138,17238
602,6,67,17510,209,17443
602,7,67,17786,276,17719
602,8,67,18129,573,18062
602,9,67,18769,182,18702
603,0,15728,15728,96,0
603,1,67,15891,41,15824
603,2,67,15999,52,15932
603,3,67,16118,149,16051
603,4,67,16334,152,16267
603,5,67,16553,55,16486
603,6,67,16675,361,16608
603,7,67,17103,199,17036
603,8,67,17369,523,17302
603,9,67,17959,395,17892
604,0,15321,15321,92,0
604,1,67,15480,40,15413
604,2,67,15587,44,15520
604,3,67,15698,85,15631
604,4,67,15850,188,15783
604,5,67,16105,1703,16038
604,6,67,17875,615,17808
604,7,67,18557,235,18490
604,8,67,18859,1749,18792
604,9,67,20675,75,20608
605,0,16287,16287,83,0
605,1,67,16437,50,16370
605,2,67,16554,34,16487
605,3,67,16655,68,16588
605,4,67,16790,50,16723
605,5,67,16907,636,16840
605,6,67,17610,639,17543
605,7,67,18316,276,18249
605,8,67,18659,773,18592
605,9,67,19499,256,19432
606,0,16141,16141,113,0
606,1,67,16321,43,16254
606,2,67,16431,43,16364
606,3,67,16541,36,16474
606,4,67,16644,35,16577
606,5,67,16746,94,16679
606,6,67,16907,201,16840
606,7,67,17175,193,17108
606,8,67,17435,331,17368
606,9,67,17833,442,17766
607,0,16377,16377,85,0
607,1,67,16529,59,16462
607,2,67,16655,62,16588
607,3,67,16784,53,16717
607,4,67,16904,88,16837
607,5,67,17059,679,16992
607,6,67,17805,1680,17738
607,7,67,19552,654,19485
607,8,67,20273,586,20206
607,9,67,20926,259,20859
608,0,14871,14871,90,0
608,1,67,15028,42,14961
608,2,67,15137,53,15070
608,3,67,15257,3459,15190
608,4,67,18783,284,18716
608,5,67,19134,445,19067
608,6,67,19646,3451,19579
608,7,67,23164,426,23097
608,8,67,23657,94,23590
608,9,67,23818,3720,23751
609,0,15305,15305,127,0
609,1,67,15499,70,15432
609,2,67,15636,35,15569
609,3,67,15738,182,15671
609,4,67,15987,6143,15920
609,5,67,22197,617,22130
609,6,67,22881,563,22814
609,7,67,23511,103,23444
609,8,67,23681,607,23614
609,9,67,24355,234,24288
610,0,15359,15359,140,0
610,1,67,15566,39,15499
610,2,67,15672,41,15605
610,3,67,15780,52,15713
610,4,67,15899,49,15832
610,5,67,16015,221,15948
610,6,67,16303,177,16236
610,7,67,16547,187,16480
610,8,67,16801,174,16734
610,9,67,17042,514,16975
611,0,15909,15909,77,0
611,1,67,16053,45,15986
611,2,67,16165,37,16098
611,3,67,16269,46,16202
611,4,67,16382,52,16315
611,5,67,16501,1565,16434
611,6,67,18133,148,18066
611,7,67,18348,1397,18281
611,8,67,19812,62,19745
611,9,67,19941,451,19874
612,0,14706,14706,89,0
612,1,67,14862,40,14795
612,2,67,14969,41,14902
612,3,67,15077,60,15010
612,4,67,15204,175,15137
612,5,67,15446,163,15379
612,6,67,15676,203,15609
612,7,67,15946,1183,15879
612,8,67,17196,107,17129
612,9,67,17370,370,17303
613,0,16637,16637,87,0
613,1,67,16791,37,16724
613,2,67,16895,157,16828
613,3,67,17119,44,17052
613,4,67,17230,4190,17163
613,5,67,21487,487,21420
613,6,67,22041,260,21974
613,7,67,22368,331,22301
613,8,67,22766,202,22699
613,9,67,23035,391,22968
614,0,16476,16476,89,0
614,1,67,16632,39,16565
614,2,67,16738,60,16671
614,3,67,16865,52,16798
614,4,67,16984,242,16917
614,5,67,17293,243,17226
614,6,67,17603,1005,17536
614,7,67,18675,192,18608
614,8,67,18934,744,18867
614,9,67,19745,681,19678
615,0,15998,15998,144,0
615,1,67,16209,40,16142
615,2,67,16316,92,16249
615,3,67,16475,2546,16408
615,4,67,19088,2171,19021
615,5,67,21326,209,21259
615,6,67,21602,347,21535
615,7,67,22016,310,21949
615,8,67,22393,2529,22326
615,9,67,24989,243,24922
616,0,13385,13385,134,0
616,1,67,13586,40,13519
616,2,67,13693,45,13626
616,3,67,13805,45,13738
616,4,67,13917,136,13850
616,5,67,14120,312,14053
616,6,67,14499,144,14432
616,7,67,14710,449,14643
616,8,67,15226,224,15159
616,9,67,15517,524,15450
617,0,16307,16307,85,0
617,1,67,16459,39,16392
617,2,67,16565,41,16498
617,3,190,16796,138,16606
617,4,67,17001,54,16934
617,5,67,17122,768,17055
617,6,67,17957,508,17890
617,7,67,18532,667,18465
617,8,67,19266,210,19199
618,0,15822,15822,242,0
618,1,67,16131,39,16064
618,2,67,16237,53,16170
618,3,67,16357,77,16290
618,4,67,16501,219,16434
618,5,67,16787,46,16720
618,6,67,16900,828,16833
618,7,67,17795,880,17728
618,8,67,18742,71,18675
618,9,67,18880,839,18813
619,0,16783,16783,110,0
619,1,67,16960,41,16893
619,2,67,17068,64,17001
619,3,67,17199,44,17132
619,4,67,17310,2384,17243
619,5,67,19761,48,19694
619,6,67,19876,210,19809
619,7,67,20153,204,20086
619,8,67,20424,179,20357
619,9,67,20670,189,20603
620,0,16072,16072,76,0
620,1,67,16215,40,16148
620,2,67,16322,41,16255
620,3,67,16430,32,16363
620,4,190,16652,58,16462
620,5,67,16777,54,16710
620,6,67,16898,301,16831
620,7,67,17266,1675,17199
620,8,67,19008,721,18941
621,0,16089,16089,79,0
621,1,67,16235,39,16168
621,2,67,16341,60,16274
621,3,190,16591,67,16401
621,4,67,16725,9551,16658
621,5,67,26343,288,26276
621,6,67,26698,228,26631
621,7,67,26993,9479,26926
621,8,67,36539,238,36472
622,0,15932,15932,96,0
622,1,67,16095,40,16028
622,2,67,16202,44,16135
622,3,67,16313,35,16246
622,4,67,16415,44,16348
622,5,67,16526,136,16459
622,6,67,16729,48,16662
622,7,67,16844,142,16777
622,8,67,17053,470,16986
622,9,67,17590,132,17523
623,0,16705,16705,106,0
623,1,67,16878,40,16811
623,2,67,16985,42,16918
623,3,67,17094,263,17027
623,4,67,17424,115,17357
623,5,67,17606,497,17539
623,6,67,18170,596,18103
623,7,67,18833,460,18766
623,8,67,19360,410,19293
623,9,67,19837,469,19770
624,0,16650,16650,82,0
624,1,67,16799,40,16732
624,2,67,16906,41,16839
624,3,67,17014,53,16947
624,4,67,17134,232,17067
624,5,67,17433,52,17366
624,6,67,17552,45,17485
624,7,67,17664,198,17597
624,8,67,17929,344,17862
624,9,67,18340,452,18273
625,0,15978,15978,78,0
625,1,67,16123,39,16056
625,2,67,16229,49,16162
625,3,67,16345,3904,16278
625,4,67,20316,520,20249
625,5,67,20903,409,20836
625,6,67,21379,358,21312
625,7,67,21804,368,21737
625,8,67,22239,74,22172
625,9,67,22380,165,22313
626,0,16669,16669,96,0
626,1,67,16832,39,16765
626,2,67,16938,51,16871
626,3,67,17056,315,16989
626,4,67,17438,54,17371
626,5,67,17559,841,17492
626,6,67,18467,442,18400
626,7,67,18976,661,18909
626,8,67,19704,446,19637
626,9,67,20217,112,20150
627,0,15675,15675,88,0
627,1,67,15830,40,15763
627,2,67,15937,59,15870
627,3,67,16063,46,15996
627,4,67,16176,72,16109
627,5,67,16315,52,16248
627,6,67,16434,224,16367
627,7,67,16725,1010,16658
627,8,67,17802,65,17735
627,9,67,17934,257,17867
628,0,14281,14281,98,0
628,1,67,14446,39,14379
628,2,67,14552,45,14485
628,3,67,14664,93,14597
628,4,67,14824,4187,14757
628,5,67,19078,4105,19011
628,6,67,23250,77,23183
628,7,67,23394,135,23327
628,8,67,23596,592,23529
628,9,67,24255,66,24188
629,0,16065,16065,138,0
629,1,67,16270,42,16203
629,2,67,16379,52,16312
629,3,67,16498,59,16431
629,4,67,16624,40,16557
629,5,67,16731,45,16664
629,6,67,16843,57,16776
629,7,67,16967,2269,16900
629,8,67,19303,167,19236
629,9,67,19537,731,19470
630,0,15617,15617,88,0
630,1,67,15772,60,15705
630,2,67,15899,42,15832
630,3,67,16008,157,15941
630,4,67,16232,153,16165
630,5,67,16452,209,16385
630,6,67,16728,230,16661
630,7,67,17025,140,16958
630,8,67,17232,339,17165
630,9,67,17638,130,17571
631,0,16149,16149,89,0
631,1,67,16305,35,16238
631,2,67,16407,62,16340
631,3,67,16536,37,16469
631,4,67,16640,164,16573
631,5,67,16871,9433,16804
631,6,67,26371,236,26304
631,7,67,26674,136,26607
631,8,67,26877,604,26810
631,9,67,27548,228,27481
632,0,13896,13896,91,0
632,1,67,14054,39,13987
632,2,67,14160,59,14093
632,3,67,14286,81,14219
632,4,190,14557,342,14367
632,5,67,14966,291,14899
632,6,67,15324,266,15257
632,7,67,15657,286,15590
632,8,67,16010,617,15943
633,0,16317,16317,92,0
633,1,67,16476,41,16409
633,2,67,16584,40,16517
633,3,67,16691,47,16624
633,4,67,16805,59,16738
633,5,67,16931,163,16864
633,6,67,17161,140,17094
633,7,67,17368,284,17301
633,8,67,17719,827,17652
633,9,67,18613,417,18546
634,0,17002,17002,233,0
634,1,67,17302,41,17235
634,2,67,17410,49,17343
634,3,67,17526,49,17459
634,4,67,17642,42,17575
634,5,67,17751,39,17684
634,6,67,17857,248,17790
634,7,67,18172,231,18105
634,8,67,18470,85,18403
634,9,67,18622,404,18555
635,0,16460,16460,87,0
635,1,67,16614,40,16547
635,2,67,16721,48,16654
635,3,67,16836,61,16769
635,4,67,16964,254,16897
635,5,67,17285,389,17218
635,6,67,17741,931,17674
635,7,67,18739,3053,18672
635,8,67,21859,629,21792
635,9,67,22555,177,22488
636,0,12683,12683,74,0
636,1,67,12824,39,12757
636,2,67,12930,50,12863
636,3,67,13047,45,12980
636,4,67,13159,135,13092
636,5,67,13361,168,13294
636,6,67,13596,91,13529
636,7,67,13754,144,13687
636,8,67,13965,692,13898
636,9,67,14724,131,14657
637,0,18269,18269,94,0
637,1,67,18430,35,18363
637,2,67,18532,46,18465
637,3,67,18645,55,18578
637,4,67,18767,195,18700
637,5,67,19029,229,18962
637,6,67,19325,179,19258
637,7,67,19571,379,19504
637,8,67,20017,503,19950
637,9,67,20587,232,20520
638,0,16233,16233,130,0
638,1,67,16430,42,16363
638,2,67,16539,51,16472
638,3,67,16657,40,16590
638,4,67,16764,78,16697
638,5,67,16909,154,16842
638,6,67,17130,249,17063
638,7,67,17446,223,17379
638,8,67,17736,4681,17669
638,9,67,22484,1400,22417
639,0,16348,16348,124,0
639,1,67,16539,60,16472
639,2,67,16666,46,16599
639,3,67,16779,41,16712
639,4,67,16887,66,16820
639,5,67,17020,34,16953
639,6,67,17121,431,17054
639,7,67,17619,142,17552
639,8,67,17828,581,17761
639,9,67,18476,2726,18409
640,0,15503,15503,92,0
640,1,67,15662,40,15595
640,2,67,15769,52,15702
640,3,67,15888,61,15821
640,4,67,16016,348,15949
640,5,67,16431,202,16364
640,6,67,16700,194,16633
640,7,67,16961,435,16894
640,8,67,17463,54,17396
640,9,67,17584,443,17517
641,0,13402,13402,117,0
641,1,67,13586,54,13519
641,2,67,13707,34,13640
641,3,67,13808,40,13741
641,4,67,13915,200,13848
641,5,67,14182,4292,14115
641,6,67,18541,124,18474
641,7,67,18732,497,18665
641,8,67,19296,525,19229
641,9,67,19888,4251,19821
642,0,16501,16501,89,0
642,1,67,16657,37,16590
642,2,67,16761,51,16694
642,3,67,16879,3032,16812
642,4,67,19978,80,19911
642,5,67,20125,1123,20058
642,6,67,21315,3120,21248
642,7,67,24502,2874,24435
642,8,67,27443,1649,27376
642,9,67,29159,2859,29092
643,0,14351,14351,78,0
643,1,67,14496,41,14429
643,2,67,14604,55,14537
643,3,67,14726,912,14659
643,4,67,15705,49,15638
643,5,67,15821,1093,15754
643,6,67,16981,52,16914
643,7,67,17100,1011,17033
643,8,67,18178,312,18111
643,9,67,18557,322,18490
644,0,15712,15712,121,0
644,1,67,15900,38,15833
644,2,67,16005,54,15938
644,3,67,16126,5569,16059
644,4,67,21762,306,21695
644,5,67,22135,157,22068
644,6,67,22359,1018,22292
644,7,67,23444,5647,23377
644,8,67,29158,974,29091
644,9,67,30199,382,30132
645,0,15809,15809,87,0
645,1,67,15963,40,15896
645,2,67,16070,60,16003
645,3,67,16197,58,16130
645,4,67,16322,67,16255
645,5,67,16456,1055,16389
645,6,67,17578,255,17511
645,7,67,17900,188,17833
645,8,67,18155,241,18088
645,9,67,18463,231,18396
646,0,16722,16722,147,0
646,1,67,16936,38,16869
646,2,67,17041,72,16974
646,3,67,17180,34,17113
646,4,67,17281,85,17214
646,5,67,17433,175,17366
646,6,67,17675,261,17608
646,7,67,18003,222,17936
646,8,67,18292,594,18225
646,9,67,18953,642,18886
647,0,16672,16672,89,0
647,1,67,16828,39,16761
647,2,67,16934,59,16867
647,3,67,17060,43,16993
647,4,67,17170,202,17103
647,5,67,17439,193,17372
647,6,67,17699,173,17632
647,7,67,17939,350,17872
647,8,67,18356,217,18289
647,9,67,18640,194,18573
648,0,17609,17609,97,0
648,1,69,17775,39,17706
648,2,67,17881,166,17814
648,3,67,18114,297,18047
648,4,67,18478,316,18411
648,5,67,18861,140,18794
648,6,67,19068,398,19001
648,7,67,19533,266,19466
648,8,67,19866,266,19799
648,9,67,20199,273,20132
649,0,16187,16187,81,0
649,1,67,16335,39,16268
649,2,67,16441,34,16374
649,3,67,16542,161,16475
649,4,67,16770,231,16703
649,5,67,17068,38,17001
649,6,67,17173,413,17106
649,7,67,17653,1512,17586
649,8,67,19232,272,19165
649,9,67,19571,600,19504
650,0,16885,16885,266,0
650,1,67,17218,39,17151
650,2,67,17324,50,17257
650,3,190,17564,113,17374
650,4,67,17744,219,17677
650,5,67,18030,690,17963
650,6,67,18787,676,18720
650,7,67,19530,107,19463
650,8,67,19704,150,19637
651,0,14528,14528,133,0
651,1,67,14728,37,14661
651,2,67,14832,36,14765
651,3,67,14935,2418,14868
651,4,67,17420,2297,17353
651,5,67,19784,45,19717
651,6,67,19896,452,19829
651,7,67,20415,2299,20348
651,8,67,22781,361,22714
651,9,67,23209,2425,23142
652,0,16285,16285,91,0
652,1,67,16443,42,16376
652,2,67,16552,68,16485
652,3,67,16687,172,16620
652,4,67,16926,479,16859
652,5,67,17472,783,17405
652,6,67,18322,3191,18255
652,7,67,21580,2739,21513
652,8,67,24386,73,24319
652,9,67,24526,642,24459
653,0,15429,15429,207,0
653,1,67,15703,41,15636
653,2,67,15811,49,15744
653,3,67,15927,31,15860
653,4,67,16025,84,15958
653,5,67,16176,315,16109
653,6,67,16558,138,16491
653,7,67,16763,428,16696
653,8,67,17258,548,17191
653,9,67,17873,512,17806
654,0,16868,16868,78,0
654,1,67,17013,66,16946
654,2,67,17146,70,17079
654,3,67,17283,187,17216
654,4,67,17537,320,17470
654,5,67,17924,165,17857
654,6,67,18156,203,18089
654,7,67,18426,910,18359
654,8,67,19403,218,19336
654,9,67,19688,914,19621
655,0,15177,15177,103,0
655,1,67,15347,38,15280
655,2,67,15452,53,15385
655,3,67,15572,3599,15505
655,4,67,19238,56,19171
655,5,67,19361,3582,19294
655,6,67,23010,391,22943
655,7,67,23468,268,23401
655,8,67,23803,167,23736
655,9,67,24037,79,23970
656,0,13125,13125,107,0
656,1,67,13299,37,13232
656,2,67,13403,42,13336
656,3,67,13512,57,13445
656,4,67,13636,360,13569
656,5,67,14063,433,13996
656,6,67,14563,191,14496
656,7,67,14821,414,14754
656,8,67,15302,311,15235
656,9,67,15680,995,15613
657,0,16351,16351,129,0
657,1,67,16547,43,16480
657,2,67,16657,53,16590
657,3,67,16777,3978,16710
657,4,67,20822,770,20755
657,5,67,21659,1419,21592
657,6,67,23145,959,23078
657,7,67,24171,93,24104
657,8,67,24331,640,24264
657,9,67,25038,64,24971
658,0,14888,14888,78,0
658,1,67,15033,39,14966
658,2,67,15139,50,15072
658,3,67,15256,36,15189
658,4,190,15482,152,15292
658,5,67,15701,769,15634
658,6,67,16537,729,16470
658,7,67,17333,88,17266
658,8,67,17488,713,17421
659,0,14659,14659,87,0
659,1,67,14813,41,14746
659,2,67,14921,58,14854
659,3,67,15046,54,14979
659,4,67,15167,36,15100
659,5,67,15270,44,15203
659,6,67,15381,202,15314
659,7,67,15650,211,15583
659,8,67,15928,272,15861
659,9,67,16267,227,16200
660,0,15153,15153,88,0
660,1,67,15308,41,15241
660,2,67,15416,58,15349
660,3,67,15541,62,15474
660,4,67,15670,52,15603
660,5,67,15789,59,15722
660,6,67,15915,211,15848
660,7,67,16193,247,16126
660,8,67,16507,634,16440
660,9,67,17208,151,17141
661,0,15758,15758,89,0
661,1,67,15914,39,15847
661,2,67,16020,53,15953
661,3,67,16140,36,16073
661,4,67,16243,84,16176
661,5,67,16394,63,16327
661,6,67,16524,268,16457
661,7,67,16859,350,16792
661,8,67,17276,176,17209
661,9,67,17519,308,17452
662,0,16633,16633,124,0
662,1,67,16824,40,16757
662,2,67,16931,57,16864
662,3,67,17055,57,16988
662,4,67,17179,49,17112
662,5,67,17295,82,17228
662,6,67,17444,278,17377
662,7,67,17789,487,17722
662,8,67,18343,192,18276
662,9,67,18602,444,18535
663,0,16703,16703,106,0
663,1,67,16876,42,16809
663,2,67,16985,40,16918
663,3,67,17092,650,17025
663,4,67,17809,1153,17742
663,5,67,19029,63,18962
663,6,67,19159,413,19092
663,7,67,19639,83,19572
663,8,67,19789,481,19722
663,9,67,20337,337,20270
664,0,15682,15682,92,0
664,1,67,15841,45,15774
664,2,67,15953,41,15886
664,3,67,16061,59,15994
664,4,67,16187,46,16120
664,5,67,16300,229,16233
664,6,67,16596,733,16529
664,7,67,17396,74,17329
664,8,67,17537,810,17470
664,9,67,18414,656,18347
665,0,16486,16486,129,0
665,1,67,16682,49,16615
665,2,67,16798,55,16731
665,3,67,16920,134,16853
665,4,67,17121,189,17054
665,5,67,17377,178,17310
665,6,67,17622,366,17555
665,7,67,18055,577,17988
665,8,67,18699,356,18632
665,9,67,19122,129,19055
666,0,15802,15802,92,0
666,1,67,15961,39,15894
666,2,67,16067,41,16000
666,3,67,16175,59,16108
666,4,67,16301,48,16234
666,5,67,16416,169,16349
666,6,67,16652,121,16585
666,7,67,16840,640,16773
666,8,67,17547,515,17480
666,9,67,18129,508,18062
667,0,14851,14851,83,0
667,1,67,15001,41,14934
667,2,67,15109,58,15042
667,3,67,15234,2595,15167
667,4,67,17896,492,17829
667,5,67,18455,622,18388
667,6,67,19144,68,19077
667,7,67,19279,460,19212
667,8,67,19806,411,19739
667,9,67,20284,473,20217
668,0,16363,16363,108,0
668,1,67,16538,49,16471
668,2,67,16654,55,16587
668,3,67,16776,52,16709
668,4,67,16895,209,16828
668,5,67,17171,411,17104
668,6,67,17649,3471,17582
668,7,67,21187,261,21120
668,8,67,21515,59,21448
668,9,67,21641,53,21574
669,0,16535,16535,108,0
669,1,67,16710,42,16643
669,2,67,16819,46,16752
669,3,67,16932,42,16865
669,4,67,17041,82,16974
669,5,67,17190,358,17123
669,6,67,17615,492,17548
669,7,67,18174,451,18107
669,8,67,18692,133,18625
669,9,67,18892,673,18825
670,0,16063,16063,110,0
670,1,67,16240,39,16173
